input_sequence_id	input_file_name	gene_symbol	gene_name	reference_database_id	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	sequence_identity	input_protein_start	input_protein_stop	input_gene_start	input_gene_stop	reference_protein_start	reference_protein_stop	reference_gene_start	reference_gene_stop	strand_orientation	coverage_depth	coverage_percentage	coverage_ratio	reference_gene_length	reference_protein_length	input_gene_length	input_protein_length	drug_class	antimicrobial_agent	resistance_mechanism	ARO	confers_resistance_to	resistance_to_drug_classes
SRR2938063_1234	SRR2938063.fq	vanR	ABX79411|FEATURES|vanR|vancomycin|vanR	sarg_db	2.3	ABX79411	ARGs-OAP	2.3	72.41			142	56			80	108									vancomycin					
SRR2938063_1237	SRR2938063.fq	ceoB	AAB58161|FEATURES|ceoB|multidrug|ceoB	sarg_db	2.3	AAB58161	ARGs-OAP	2.3	66.67			39	137			50	82									multidrug			ARO:3003010		
SRR2938063_1239	SRR2938063.fq	aph(3'')-I	DQ464881.1.gene4.p01|FEATURES|aph(3'')-I|aminoglycoside|aph(3'')-I	sarg_db	2.3	DQ464881.1.gene4.p01	ARGs-OAP	2.3	100.0			142	2			33	79									aminoglycoside			ARO:3002639	ARO:0000040	ARO:0000016
SRR2938063_1240	SRR2938063.fq	aph(3'')-I	AF313472.2.gene15.p01|FEATURES|aph(3'')-I|aminoglycoside|aph(3'')-I	sarg_db	2.3	AF313472.2.gene15.p01	ARGs-OAP	2.3	100.0			2	139			41	86									aminoglycoside			ARO:3002639	ARO:0000040	ARO:0000016
SRR2938063_1241	SRR2938063.fq	sul1	EU675686.2.gene7.p01|FEATURES|sul1|sulfonamide|sul1	sarg_db	2.3	EU675686.2.gene7.p01	ARGs-OAP	2.3	100.0			140	3			35	80									sulfonamide			ARO:3000410	ARO:3000324,ARO:3000325,ARO:3000327,ARO:3000329,ARO:3000330,ARO:3000683,ARO:3000684,ARO:3000698,ARO:3000699	ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282
SRR2938063_1242	SRR2938063.fq	multidrug_ABC_transporter	gi|817122037|ref|WP_046494699.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|817122037|ref|WP_046494699.1|	ARGs-OAP	2.3	67.5			120	1			552	591									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
SRR2938063_1247	SRR2938063.fq	cmeB	gi|488969525|ref|WP_002880478.1||FEATURES|cmeB|multidrug|cmeB	sarg_db	2.3	gi|488969525|ref|WP_002880478.1|	ARGs-OAP	2.3	72.34			2	142			378	424									multidrug					
SRR2938063_1250	SRR2938063.fq	bacA	YP_002434803|FEATURES|bacA|bacitracin|bacA	sarg_db	2.3	YP_002434803	ARGs-OAP	2.3	73.81			126	1			3	44									bacitracin			ARO:3002986	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
SRR2938063_1251	SRR2938063.fq	vanR	gi|938897327|ref|WP_054681472.1||FEATURES|vanR|vancomycin|vanR	sarg_db	2.3	gi|938897327|ref|WP_054681472.1|	ARGs-OAP	2.3	66.67			3	137			65	109									vancomycin					
SRR2938063_1254	SRR2938063.fq	tetP	YP_002850805|FEATURES|tetP|tetracycline|tetP	sarg_db	2.3	YP_002850805	ARGs-OAP	2.3	62.22			141	7			74	118									tetracycline			ARO:3000195	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_1255	SRR2938063.fq	erm(35)	AF319779.2.orf0.gene.p01|FEATURES|erm(35)|macrolide-lincosamide-streptogramin|erm(35)	sarg_db	2.3	AF319779.2.orf0.gene.p01	ARGs-OAP	2.3	100.0			82	2			1	27									macrolide-lincosamide-streptogramin			ARO:3000604	ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867	ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026
SRR2938063_1257	SRR2938063.fq	aph(6)-I	gi|545272242|ref|WP_021561466.1||FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	gi|545272242|ref|WP_021561466.1|	ARGs-OAP	2.3	100.0			140	3			99	144									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_1259	SRR2938063.fq	CTX-M-20	AJ416344.1.gene1.p01|FEATURES|CTX-M-20|beta-lactam|CTX-M-20	sarg_db	2.3	AJ416344.1.gene1.p01	ARGs-OAP	2.3	81.4			6	134			213	255									beta-lactam			ARO:3001882	ARO:0000032	ARO:3000007
SRR2938063_1262	SRR2938063.fq	cmeB	gi|489012008|ref|WP_002922543.1||FEATURES|cmeB|multidrug|cmeB	sarg_db	2.3	gi|489012008|ref|WP_002922543.1|	ARGs-OAP	2.3	77.78			135	1			373	417									multidrug					
SRR2938063_1264	SRR2938063.fq	aph(3'')-I	DQ464881.1.gene4.p01|FEATURES|aph(3'')-I|aminoglycoside|aph(3'')-I	sarg_db	2.3	DQ464881.1.gene4.p01	ARGs-OAP	2.3	100.0			142	2			7	53									aminoglycoside			ARO:3002639	ARO:0000040	ARO:0000016
SRR2938063_1266	SRR2938063.fq	tetP	L20800.gene.p01|FEATURES|tetP|tetracycline|tetP	sarg_db	2.3	L20800.gene.p01	ARGs-OAP	2.3	59.57			1	141			44	90									tetracycline			ARO:3000195	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_1272	SRR2938063.fq	aph(6)-I	gi|545272242|ref|WP_021561466.1||FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	gi|545272242|ref|WP_021561466.1|	ARGs-OAP	2.3	100.0			140	3			175	220									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_1274	SRR2938063.fq	rosA	ZP_04612558|FEATURES|rosA|fosmidomycin|rosA	sarg_db	2.3	ZP_04612558	ARGs-OAP	2.3	63.83			1	141			110	156									fosmidomycin			ARO:3003048		
SRR2938063_1277	SRR2938063.fq	tetQ	P70882|FEATURES|tetQ|tetracycline|tetQ	sarg_db	2.3	P70882	ARGs-OAP	2.3	100.0			3	140			484	529									tetracycline			ARO:3000191	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_1278	SRR2938063.fq	vgaA	AAF24091|FEATURES|vgaA|macrolide-lincosamide-streptogramin|vgaA	sarg_db	2.3	AAF24091	ARGs-OAP	2.3	60.87			4	141			406	451									macrolide-lincosamide-streptogramin			ARO:3002829	ARO:0000066,ARO:3000669	ARO:0000017,ARO:0000026
SRR2938063_1279	SRR2938063.fq	bcrA	YP_001373621|FEATURES|bcrA|bacitracin|bcrA	sarg_db	2.3	YP_001373621	ARGs-OAP	2.3	52.17			140	3			129	174									bacitracin			ARO:3002987	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
SRR2938063_1283	SRR2938063.fq	carA	M80346.gene.p01|FEATURES|carA|carbomycin|carA	sarg_db	2.3	M80346.gene.p01	ARGs-OAP	2.3	56.82			2	133			170	213									carbomycin			ARO:3002817	ARO:3001228	ARO:0000000
SRR2938063_1284	SRR2938063.fq	tetP	NP_348076|FEATURES|tetP|tetracycline|tetP	sarg_db	2.3	NP_348076	ARGs-OAP	2.3	55.81			130	2			6	48									tetracycline			ARO:3000195	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_1285	SRR2938063.fq	multidrug_ABC_transporter	gi|757611971|ref|WP_042856953.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|757611971|ref|WP_042856953.1|	ARGs-OAP	2.3	65.22			3	140			433	478									multidrug					
SRR2938063_1286	SRR2938063.fq	tetT	L42544.gene.p01|FEATURES|tetT|tetracycline|tetT	sarg_db	2.3	L42544.gene.p01	ARGs-OAP	2.3	82.61			3	140			343	388									tetracycline			ARO:3000193	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_1287	SRR2938063.fq	cob(I)alamin adenolsyltransferase	gi|447201627|ref|WP_001278883.1||FEATURES|cob(I)alamin adenolsyltransferase|unclassified|cob(I)alamin adenolsyltransferase	sarg_db	2.3	gi|447201627|ref|WP_001278883.1|	ARGs-OAP	2.3	71.43			121	17			33	67									unclassified					
SRR2938063_1290	SRR2938063.fq	tetQ	P70882|FEATURES|tetQ|tetracycline|tetQ	sarg_db	2.3	P70882	ARGs-OAP	2.3	100.0			1	141			449	495									tetracycline			ARO:3000191	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_1291	SRR2938063.fq	tetQ	BAD46890|FEATURES|tetQ|tetracycline|tetQ	sarg_db	2.3	BAD46890	ARGs-OAP	2.3	100.0			1	141			332	378									tetracycline			ARO:3000191	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_1295	SRR2938063.fq	macB	gi|835233765|ref|WP_047410073.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|835233765|ref|WP_047410073.1|	ARGs-OAP	2.3	65.22			3	140			27	72									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_1296	SRR2938063.fq	tetM	gi|319894056|gb|ADV76307.1||FEATURES|tetM|tetracycline|tetM	sarg_db	2.3	gi|319894056|gb|ADV76307.1|	ARGs-OAP	2.3	100.0			3	140			591	636									tetracycline			ARO:3000186	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_1298	SRR2938063.fq	mexW	YP_792720|FEATURES|mexW|multidrug|mexW	sarg_db	2.3	YP_792720	ARGs-OAP	2.3	65.22			140	3			865	910									multidrug			ARO:3003031		
SRR2938063_1299	SRR2938063.fq	tetracycline_resistance_protein	AJ420072.gene.p01|FEATURES|tetracycline_resistance_protein|tetracycline|tetracycline_resistance_protein	sarg_db	2.3	AJ420072.gene.p01	ARGs-OAP	2.3	100.0			1	141			51	97									tetracycline			ARO:3000478	ARO:0000051	ARO:3000050
SRR2938063_1300	SRR2938063.fq	aph(3'')-I	DQ464881.1.gene4.p01|FEATURES|aph(3'')-I|aminoglycoside|aph(3'')-I	sarg_db	2.3	DQ464881.1.gene4.p01	ARGs-OAP	2.3	100.0			1	114			126	163									aminoglycoside			ARO:3002639	ARO:0000040	ARO:0000016
SRR2938063_1301	SRR2938063.fq	vanR	ABX79411|FEATURES|vanR|vancomycin|vanR	sarg_db	2.3	ABX79411	ARGs-OAP	2.3	62.86			15	119			71	105									vancomycin					
SRR2938063_1304	SRR2938063.fq	bcrA	gi|542061059|gb|ERI11611.1||FEATURES|bcrA|bacitracin|bcrA	sarg_db	2.3	gi|542061059|gb|ERI11611.1|	ARGs-OAP	2.3	73.91			6	140			161	206									bacitracin			ARO:3002987	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
SRR2938063_1306	SRR2938063.fq	multidrug_ABC_transporter	gi|920549847|ref|WP_052999080.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|920549847|ref|WP_052999080.1|	ARGs-OAP	2.3	64.1			118	2			362	400									multidrug					
SRR2938063_1308	SRR2938063.fq	tetQ	BAD46890|FEATURES|tetQ|tetracycline|tetQ	sarg_db	2.3	BAD46890	ARGs-OAP	2.3	100.0			3	140			327	372									tetracycline			ARO:3000191	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_1309	SRR2938063.fq	aph(6)-I	gi|545272242|ref|WP_021561466.1||FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	gi|545272242|ref|WP_021561466.1|	ARGs-OAP	2.3	100.0			2	142			77	123									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_1310	SRR2938063.fq	macB	gi|671541568|ref|WP_031525212.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|671541568|ref|WP_031525212.1|	ARGs-OAP	2.3	65.22			3	140			177	222									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_1311	SRR2938063.fq	macB	gi|924626178|ref|WP_053530123.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|924626178|ref|WP_053530123.1|	ARGs-OAP	2.3	53.33			6	140			128	172									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_1313	SRR2938063.fq	multidrug_ABC_transporter	gi|987887954|ref|WP_060953374.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|987887954|ref|WP_060953374.1|	ARGs-OAP	2.3	63.89			2	109			562	597									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
SRR2938063_1314	SRR2938063.fq	aadA	AB114632.1.gene2.p01|FEATURES|aadA|aminoglycoside|aadA	sarg_db	2.3	AB114632.1.gene2.p01	ARGs-OAP	2.3	100.0			142	2			147	193									aminoglycoside			ARO:3002607	ARO:0000039,ARO:0000040	ARO:0000016,ARO:0000016
SRR2938063_1316	SRR2938063.fq	aph(6)-I	gi|545272242|ref|WP_021561466.1||FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	gi|545272242|ref|WP_021561466.1|	ARGs-OAP	2.3	100.0			1	141			69	115									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_1318	SRR2938063.fq	penA	gi|32345908|gb|AAM97248.1||FEATURES|penA|beta-lactam|penA	sarg_db	2.3	gi|32345908|gb|AAM97248.1|	ARGs-OAP	2.3	60.87			5	142			237	282									beta-lactam					
SRR2938063_1319	SRR2938063.fq	multidrug_ABC_transporter	gi|817122037|ref|WP_046494699.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|817122037|ref|WP_046494699.1|	ARGs-OAP	2.3	63.04			141	4			549	594									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
SRR2938063_1320	SRR2938063.fq	tetV	AF030344.gene.p01|FEATURES|tetV|tetracycline|tetV	sarg_db	2.3	AF030344.gene.p01	ARGs-OAP	2.3	61.7			142	2			315	361									tetracycline			ARO:3000181	ARO:0000051	ARO:3000050
SRR2938063_1321	SRR2938063.fq	tet36	AJ514254.gene.p01|FEATURES|tet36|tetracycline|tet36	sarg_db	2.3	AJ514254.gene.p01	ARGs-OAP	2.3	100.0			140	3			115	160									tetracycline			ARO:3000197	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_1323	SRR2938063.fq	PBP-1A	ZP_04464540|FEATURES|PBP-1A|beta-lactam|PBP-1A	sarg_db	2.3	ZP_04464540	ARGs-OAP	2.3	63.64			134	3			155	198									beta-lactam					
SRR2938063_1324	SRR2938063.fq	truncated putative response regulator ArlR	NC_002745.1124086.p01|FEATURES|truncated putative response regulator ArlR|unclassified|truncated putative response regulator ArlR	sarg_db	2.3	NC_002745.1124086.p01	ARGs-OAP	2.3	58.7			139	2			64	109									unclassified					
SRR2938063_1327	SRR2938063.fq	vanS	AY082011.1.gene2.p1|FEATURES|vanS|vancomycin|vanS	sarg_db	2.3	AY082011.1.gene2.p1	ARGs-OAP	2.3	62.86			124	20			95	129									vancomycin					
SRR2938063_1328	SRR2938063.fq	norB	gi|738114161|ref|WP_036072414.1||FEATURES|norB|quinolone|norB	sarg_db	2.3	gi|738114161|ref|WP_036072414.1|	ARGs-OAP	2.3	66.67			10	135			39	80									quinolone			ARO:3007010		
SRR2938063_1330	SRR2938063.fq	mexW	YP_792720|FEATURES|mexW|multidrug|mexW	sarg_db	2.3	YP_792720	ARGs-OAP	2.3	67.39			140	3			859	904									multidrug			ARO:3003031		
SRR2938063_1332	SRR2938063.fq	aadA	AB114632.1.gene2.p01|FEATURES|aadA|aminoglycoside|aadA	sarg_db	2.3	AB114632.1.gene2.p01	ARGs-OAP	2.3	95.74			141	1			14	60									aminoglycoside			ARO:3002607	ARO:0000039,ARO:0000040	ARO:0000016,ARO:0000016
SRR2938063_1333	SRR2938063.fq	vatB	YP_001779894|FEATURES|vatB|macrolide-lincosamide-streptogramin|vatB	sarg_db	2.3	YP_001779894	ARGs-OAP	2.3	84.44			140	6			137	181									macrolide-lincosamide-streptogramin			ARO:3002841	ARO:3000669	ARO:0000026
SRR2938063_1335	SRR2938063.fq	aph(6)-I	gi|545272242|ref|WP_021561466.1||FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	gi|545272242|ref|WP_021561466.1|	ARGs-OAP	2.3	100.0			142	2			163	209									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_1338	SRR2938063.fq	macB	gi|555268037|ref|WP_023249477.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|555268037|ref|WP_023249477.1|	ARGs-OAP	2.3	68.89			3	137			133	177									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_1339	SRR2938063.fq	bcrA	gi|445996708|ref|WP_000074563.1||FEATURES|bcrA|bacitracin|bcrA	sarg_db	2.3	gi|445996708|ref|WP_000074563.1|	ARGs-OAP	2.3	58.33			3	140			149	196									bacitracin			ARO:3002987	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
SRR2938063_1340	SRR2938063.fq	msrC	gi|488231473|ref|WP_002302681.1||FEATURES|msrC|macrolide-lincosamide-streptogramin|msrC	sarg_db	2.3	gi|488231473|ref|WP_002302681.1|	ARGs-OAP	2.3	68.09			2	142			152	198									macrolide-lincosamide-streptogramin			ARO:3002819	ARO:0000006,ARO:3000584	ARO:0000000,ARO:0000026
SRR2938063_1347	SRR2938063.fq	transcriptional regulatory protein CpxR cpxR	CP001485.1.gene721.p01|FEATURES|transcriptional regulatory protein CpxR cpxR|unclassified|transcriptional regulatory protein CpxR cpxR	sarg_db	2.3	CP001485.1.gene721.p01	ARGs-OAP	2.3	69.77			142	14			78	120									unclassified					
SRR2938063_1348	SRR2938063.fq	mexW	YP_001266290|FEATURES|mexW|multidrug|mexW	sarg_db	2.3	YP_001266290	ARGs-OAP	2.3	69.57			7	141			895	940									multidrug			ARO:3003031		
SRR2938063_1350	SRR2938063.fq	multidrug_ABC_transporter	gi|748767925|ref|WP_040019608.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|748767925|ref|WP_040019608.1|	ARGs-OAP	2.3	61.7			1	141			385	431									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
SRR2938063_1351	SRR2938063.fq	multidrug_ABC_transporter	gi|1045390184|ref|WP_065479071.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|1045390184|ref|WP_065479071.1|	ARGs-OAP	2.3	60.0			141	7			540	584									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
SRR2938063_1355	SRR2938063.fq	multidrug_ABC_transporter	gi|817122037|ref|WP_046494699.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|817122037|ref|WP_046494699.1|	ARGs-OAP	2.3	52.27			2	133			558	601									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
SRR2938063_1356	SRR2938063.fq	sul1	AF071555.1.gene10.p01|FEATURES|sul1|sulfonamide|sul1	sarg_db	2.3	AF071555.1.gene10.p01	ARGs-OAP	2.3	95.12			123	1			3	43									sulfonamide					
SRR2938063_1357	SRR2938063.fq	truncated putative response regulator ArlR	NC_002745.1124086.p01|FEATURES|truncated putative response regulator ArlR|unclassified|truncated putative response regulator ArlR	sarg_db	2.3	NC_002745.1124086.p01	ARGs-OAP	2.3	71.43			1	84			90	117									unclassified					
SRR2938063_1358	SRR2938063.fq	tetracycline_resistance_protein	AJ420072.gene.p01|FEATURES|tetracycline_resistance_protein|tetracycline|tetracycline_resistance_protein	sarg_db	2.3	AJ420072.gene.p01	ARGs-OAP	2.3	100.0			142	2			286	332									tetracycline			ARO:3000478	ARO:0000051	ARO:3000050
SRR2938063_1360	SRR2938063.fq	ermF	AAA27431|FEATURES|ermF|macrolide-lincosamide-streptogramin|ermF	sarg_db	2.3	AAA27431	ARGs-OAP	2.3	97.87			2	142			126	172									macrolide-lincosamide-streptogramin			ARO:3000498	ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867	ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026
SRR2938063_1361	SRR2938063.fq	aph(6)-I	ZP_04405450|FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	ZP_04405450	ARGs-OAP	2.3	100.0			140	84			287	305									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_1363	SRR2938063.fq	transcriptional regulatory protein CpxR cpxR	CP001485.1.gene721.p01|FEATURES|transcriptional regulatory protein CpxR cpxR|unclassified|transcriptional regulatory protein CpxR cpxR	sarg_db	2.3	CP001485.1.gene721.p01	ARGs-OAP	2.3	66.67			92	3			69	98									unclassified					
SRR2938063_1364	SRR2938063.fq	tetQ	P70882|FEATURES|tetQ|tetracycline|tetQ	sarg_db	2.3	P70882	ARGs-OAP	2.3	100.0			141	1			342	388									tetracycline			ARO:3000191	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_1366	SRR2938063.fq	arnA	gi|757781454|ref|WP_043000038.1||FEATURES|arnA|polymyxin|arnA	sarg_db	2.3	gi|757781454|ref|WP_043000038.1|	ARGs-OAP	2.3	60.87			142	5			99	144									polymyxin			ARO:3002985	ARO:3000454	ARO:1000003
SRR2938063_1367	SRR2938063.fq	tetZ	AF121000.gene.p01|FEATURES|tetZ|tetracycline|tetZ	sarg_db	2.3	AF121000.gene.p01	ARGs-OAP	2.3	73.33			137	3			135	179									tetracycline			ARO:3000183	ARO:0000051	ARO:3000050
SRR2938063_1368	SRR2938063.fq	multidrug_ABC_transporter	gi|748767925|ref|WP_040019608.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|748767925|ref|WP_040019608.1|	ARGs-OAP	2.3	58.14			140	12			399	441									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
SRR2938063_1371	SRR2938063.fq	aph(6)-I	CAQ86961|FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	CAQ86961	ARGs-OAP	2.3	94.74			116	3			1	38									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_1373	SRR2938063.fq	macB	gi|505807117|ref|WP_015704872.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|505807117|ref|WP_015704872.1|	ARGs-OAP	2.3	63.04			3	140			132	177									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_1374	SRR2938063.fq	rosA	YP_001477378|FEATURES|rosA|fosmidomycin|rosA	sarg_db	2.3	YP_001477378	ARGs-OAP	2.3	69.57			140	3			63	108									fosmidomycin			ARO:3003048		
SRR2938063_1375	SRR2938063.fq	bacA	ZP_04055725|FEATURES|bacA|bacitracin|bacA	sarg_db	2.3	ZP_04055725	ARGs-OAP	2.3	77.78			4	138			157	201									bacitracin			ARO:3002986	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
SRR2938063_1377	SRR2938063.fq	multidrug_ABC_transporter	gi|558888514|ref|WP_023543283.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|558888514|ref|WP_023543283.1|	ARGs-OAP	2.3	65.91			134	3			499	542									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
SRR2938063_1379	SRR2938063.fq	vgaE	FR772051.1.gene9.p01|FEATURES|vgaE|macrolide-lincosamide-streptogramin|vgaE	sarg_db	2.3	FR772051.1.gene9.p01	ARGs-OAP	2.3	63.04			140	3			384	429									macrolide-lincosamide-streptogramin			ARO:3002833	ARO:0000066,ARO:3000669,ARO:3000671	ARO:0000017,ARO:0000026,ARO:3000670
SRR2938063_1380	SRR2938063.fq	multidrug_ABC_transporter	gi|686197643|ref|WP_031807899.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|686197643|ref|WP_031807899.1|	ARGs-OAP	2.3	61.11			109	2			356	391									multidrug					
SRR2938063_1381	SRR2938063.fq	aph(3'')-I	AF313472.2.gene15.p01|FEATURES|aph(3'')-I|aminoglycoside|aph(3'')-I	sarg_db	2.3	AF313472.2.gene15.p01	ARGs-OAP	2.3	100.0			140	3			42	87									aminoglycoside			ARO:3002639	ARO:0000040	ARO:0000016
SRR2938063_1382	SRR2938063.fq	multidrug_ABC_transporter	gi|446519900|ref|WP_000597246.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|446519900|ref|WP_000597246.1|	ARGs-OAP	2.3	61.7			2	142			414	460									multidrug					
