Original ID	argNorm drug classes	Original Drug Classes	Hit type	Status	Description
7225540|AAF40764.1|1|1|farB|farB||1|EFFLUX|EFFLUX|fatty_acid_resistance_MFS_efflux_transporter_permease_subunit_FarB	['antibacterial free fatty acids', 'antibacterial free fatty acids', 'antibacterial free fatty acids']	EFFLUX	Perfect	correct	
7226971|AAF42063.1|1|1|mtrC|mtrC|efflux|1|EFFLUX|EFFLUX|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_MtrC	['macrolide antibiotic', 'macrolide antibiotic']	EFFLUX	Perfect	correct	
7239821|AAB26855.2|1|1|nfaE|nfaE||1|||Dr_family_non-fimbrial_adhesin_I_chaperone_NfaE	['aminoglycoside antibiotic']	7239821|AAB26855.2|1|1|nfaE|nfaE||1|||Dr_family_non-fimbrial_adhesin_I_chaperone_NfaE	Loose	incorrect	
728877162|AIY72950.1|1|1|bpsH|bpsH||1|||oligosaccharide_flippase_family_protein_BpsH	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	728877162|AIY72950.1|1|1|bpsH|bpsH||1|||oligosaccharide_flippase_family_protein_BpsH	Loose	incorrect	
734521392|AJA05787.1|1|1|bont_A8|bont_A8||1|||botulinum_neurotoxin_subtype_A8	['beta-lactam antibiotic']	734521392|AJA05787.1|1|1|bont_A8|bont_A8||1|||botulinum_neurotoxin_subtype_A8	Loose	incorrect	
73476882|AAZ76497.1|1|1|ehxA|ehxA||1|||enterohemolysin_EhxA	['peptide antibiotic', 'peptide antibiotic']	73476882|AAZ76497.1|1|1|ehxA|ehxA||1|||enterohemolysin_EhxA	Loose	incorrect	
73476885|AAZ76500.1|1|1|sab|sab||1|||autotransporter_adhesin_Sab	['glycopeptide antibiotic']	73476885|AAZ76500.1|1|1|sab|sab||1|||autotransporter_adhesin_Sab	Loose	incorrect	
73476909|AAZ76524.1|1|1|subA|subA||1|||subtilase_AB5_cytotoxin_subunit_A	['fluoroquinolone antibiotic', 'disinfecting agents and antiseptics']	73476909|AAZ76524.1|1|1|subA|subA||1|||subtilase_AB5_cytotoxin_subunit_A	Loose	incorrect	
73697823|AAZ81519.1|1|1|plcR|plcR||1|||transcriptional_regulator_PlcR	['aminoglycoside antibiotic']	73697823|AAZ81519.1|1|1|plcR|plcR||1|||transcriptional_regulator_PlcR	Loose	incorrect	
738346930|WP_036299413.1|1|1|sulR|sulR||2|SULFONAMIDE|SULFONAMIDE|flavin_reductase_SulR	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'aminoglycoside antibiotic', 'isoniazid-like antibiotic']	SULFONAMIDE	Loose	3004238	(https://pubmed.ncbi.nlm.nih.gov/30928844/) it seems that this gene is for microbacterium which is gram-positive. Sul 1, 2, 3, and 4 in CARD are all for gram-negative bacteria
73855278|AAZ87985.1|1|1|ipaH2|ipaH2||1|||T3SS_effector_E3_ubiquitin-protein_ligase_IpaH2	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	73855278|AAZ87985.1|1|1|ipaH2|ipaH2||1|||T3SS_effector_E3_ubiquitin-protein_ligase_IpaH2	Loose	incorrect	
73855323|AAZ88030.1|1|1|ipaH3|ipaH3||1|||T3SS_effector_E3_ubiquitin-protein_ligase_IpaH3	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic']	73855323|AAZ88030.1|1|1|ipaH3|ipaH3||1|||T3SS_effector_E3_ubiquitin-protein_ligase_IpaH3	Loose	incorrect	
73857097|AAZ89804.1|1|1|sigA|sigA||1|||serine_protease_autotransporter_toxin_SigA	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic']	73857097|AAZ89804.1|1|1|sigA|sigA||1|||serine_protease_autotransporter_toxin_SigA	Loose	incorrect	
73858402|AAZ91108.1|1|1|ipaD|ipaD||1|||type_III_secretion_system_needle_tip_complex_protein_IpaD	['beta-lactam antibiotic']	73858402|AAZ91108.1|1|1|ipaD|ipaD||1|||type_III_secretion_system_needle_tip_complex_protein_IpaD	Loose	incorrect	
743960852|BAQ12790.1|1|1|bont_X|bont_X||1|||botulinum_neurotoxin_type_X	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	743960852|BAQ12790.1|1|1|bont_X|bont_X||1|||botulinum_neurotoxin_type_X	Loose	incorrect	
745735368|KIE44899.1|1|1|bont_G|bont_G||1|||botulinum_neurotoxin_type_G	['glycopeptide antibiotic']	745735368|KIE44899.1|1|1|bont_G|bont_G||1|||botulinum_neurotoxin_type_G	Loose	incorrect	
753312064|AJG68144.1|1|1|cya|cya||1|||anthrax_toxin_edema_factor	['diaminopyrimidine antibiotic']	753312064|AJG68144.1|1|1|cya|cya||1|||anthrax_toxin_edema_factor	Loose	incorrect	
753372338|AJH19624.1|1|1|entFM|entFM||1|||enterotoxin_EntFM	['glycopeptide antibiotic']	753372338|AJH19624.1|1|1|entFM|entFM||1|||enterotoxin_EntFM	Loose	incorrect	
753571906|AJI07938.1|1|1|bpsX|bpsX||1|||LytR_family_transcriptional_regulator_BpsX	['lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'oxazolidinone antibiotic', 'phenicol antibiotic', 'phenicol antibiotic', 'phenicol antibiotic', 'pleuromutilin antibiotic']	753571906|AJI07938.1|1|1|bpsX|bpsX||1|||LytR_family_transcriptional_regulator_BpsX	Loose	incorrect	
753571946|AJI07978.1|1|1|bpsA|bpsA||1|||chain_length_determinant_family_protein_BpsA	['tetracycline antibiotic']	753571946|AJI07978.1|1|1|bpsA|bpsA||1|||chain_length_determinant_family_protein_BpsA	Loose	incorrect	
753571957|AJI07989.1|1|1|bpsC|bpsC||1|||UTP--glucose-1-phosphate_uridylyltransferase_BpsC	['macrolide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic']	753571957|AJI07989.1|1|1|bpsC|bpsC||1|||UTP--glucose-1-phosphate_uridylyltransferase_BpsC	Loose	incorrect	
753571990|AJI08022.1|1|1|bpsF|bpsF||1|||UDP-N-acetylglucosamine_2-epimerase_BpsF	['lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'pleuromutilin antibiotic', 'pleuromutilin antibiotic']	753571990|AJI08022.1|1|1|bpsF|bpsF||1|||UDP-N-acetylglucosamine_2-epimerase_BpsF	Loose	incorrect	
753572047|AJI08079.1|1|1|bpsE|bpsE||1|||N-acetylneuraminate_synthase_family_protein_BpsE	['aminocoumarin antibiotic']	753572047|AJI08079.1|1|1|bpsE|bpsE||1|||N-acetylneuraminate_synthase_family_protein_BpsE	Loose	incorrect	
753572081|AJI08113.1|1|1|bpsG|bpsG||1|||acylneuraminate_cytidylyltransferase_family_protein_BpsG	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic']	753572081|AJI08113.1|1|1|bpsG|bpsG||1|||acylneuraminate_cytidylyltransferase_family_protein_BpsG	Loose	incorrect	
754296743|AJI77134.1|1|1|cpb|cpb||1|||beta-channel_forming_cytolysin_CPB	['macrolide antibiotic', 'macrolide antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'peptide antibiotic', 'peptide antibiotic', 'aminocoumarin antibiotic', 'diaminopyrimidine antibiotic', 'diaminopyrimidine antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'phenicol antibiotic', 'phenicol antibiotic', 'disinfecting agents and antiseptics']	754296743|AJI77134.1|1|1|cpb|cpb||1|||beta-channel_forming_cytolysin_CPB	Loose	incorrect	
755408439|AJJ21453.1|1|1|yopH|yopH||1|||T3SS_effector_protein-tyrosine-phosphatase_YopH	['tetracycline antibiotic']	755408439|AJJ21453.1|1|1|yopH|yopH||1|||T3SS_effector_protein-tyrosine-phosphatase_YopH	Loose	incorrect	
755408452|AJJ21466.1|1|1|yopT|yopT||1|||T3SS_effector_cysteine_protease_YopT	['aminoglycoside antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	755408452|AJJ21466.1|1|1|yopT|yopT||1|||T3SS_effector_cysteine_protease_YopT	Loose	incorrect	
755408457|AJJ21471.1|1|1|yopE|yopE||1|||type_III_secretion_system_effector_GTPase_activator_YopE	['peptide antibiotic', 'peptide antibiotic']	755408457|AJJ21471.1|1|1|yopE|yopE||1|||type_III_secretion_system_effector_GTPase_activator_YopE	Loose	incorrect	
758303|CAA24957.1|1|1|sak|sak||1|||staphylokinase	['phosphonic acid antibiotic']	758303|CAA24957.1|1|1|sak|sak||1|||staphylokinase	Loose	incorrect	
758691|AAB06195.1|1|1|sed|sed||1|||staphylococcal_enterotoxin_type_D	['diaminopyrimidine antibiotic']	758691|AAB06195.1|1|1|sed|sed||1|||staphylococcal_enterotoxin_type_D	Loose	incorrect	
759378887|WP_043106116.1|1|1|qacL|qacL|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|quaternary_ammonium_compound_efflux_SMR_transporter_QacL	['disinfecting agents and antiseptics']	QUATERNARY_AMMONIUM	Strict	correct	
760237697|AJP10336.1|1|1|tcdB|tcdB||1|||glycosylating_toxin_TcdB	['beta-lactam antibiotic']	760237697|AJP10336.1|1|1|tcdB|tcdB||1|||glycosylating_toxin_TcdB	Loose	incorrect	
760237701|AJP10340.1|1|1|tcdC|tcdC||1|||glycosylating_toxin_anti-sigma_factor_TcdC	['lincosamide antibiotic']	760237701|AJP10340.1|1|1|tcdC|tcdC||1|||glycosylating_toxin_anti-sigma_factor_TcdC	Loose	incorrect	
762040178|WP_043876060.1|1|1|qacF|qacF|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|quaternary_ammonium_compound_efflux_SMR_transporter_QacF	['disinfecting agents and antiseptics']	QUATERNARY_AMMONIUM	Strict	correct	
77997600|ABB16332.1|1|1|tir|tir||1|||type_III_secretion_system_LEE_translocated_intimin_receptor_Tir	['beta-lactam antibiotic']	77997600|ABB16332.1|1|1|tir|tir||1|||type_III_secretion_system_LEE_translocated_intimin_receptor_Tir	Loose	incorrect	
78057506|ABB17254.1|1|1|iha|iha||1|||bifunctional_siderophore_receptor/adhesin_Iha	['lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'pleuromutilin antibiotic', 'pleuromutilin antibiotic']	78057506|ABB17254.1|1|1|iha|iha||1|||bifunctional_siderophore_receptor/adhesin_Iha	Loose	incorrect	
802272526|CFQ25321.1|1|1|yopO|yopO||1|||type_III_secretion_system_effector_protein_kinase_YopO/YpkA	['beta-lactam antibiotic', 'beta-lactam antibiotic']	802272526|CFQ25321.1|1|1|yopO|yopO||1|||type_III_secretion_system_effector_protein_kinase_YopO/YpkA	Loose	incorrect	
81241386|ABB62096.1|1|1|ipaH3|ipaH3||1|||T3SS_effector_E3_ubiquitin-protein_ligase_IpaH3	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic']	81241386|ABB62096.1|1|1|ipaH3|ipaH3||1|||T3SS_effector_E3_ubiquitin-protein_ligase_IpaH3	Loose	incorrect	
81241388|ABB62098.1|1|1|ipaH2|ipaH2||1|||T3SS_effector_E3_ubiquitin-protein_ligase_IpaH2	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	81241388|ABB62098.1|1|1|ipaH2|ipaH2||1|||T3SS_effector_E3_ubiquitin-protein_ligase_IpaH2	Loose	incorrect	
81243968|ABB64677.1|1|1|ipaD|ipaD||1|||type_III_secretion_system_needle_tip_complex_protein_IpaD	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']	81243968|ABB64677.1|1|1|ipaD|ipaD||1|||type_III_secretion_system_needle_tip_complex_protein_IpaD	Loose	incorrect	
81245176|ABB65884.1|1|1|ipaH3|ipaH3||1|||T3SS_effector_E3_ubiquitin-protein_ligase_IpaH3	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic']	81245176|ABB65884.1|1|1|ipaH3|ipaH3||1|||T3SS_effector_E3_ubiquitin-protein_ligase_IpaH3	Loose	incorrect	
81245521|ABB66229.1|1|1|ipaH2|ipaH2||1|||T3SS_effector_E3_ubiquitin-protein_ligase_IpaH2	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	81245521|ABB66229.1|1|1|ipaH2|ipaH2||1|||T3SS_effector_E3_ubiquitin-protein_ligase_IpaH2	Loose	incorrect	
81248217|ABB68924.1|1|1|virF|virF||1|||AraC_family_invasion_system_transcriptional_regulator_VirF	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	81248217|ABB68924.1|1|1|virF|virF||1|||AraC_family_invasion_system_transcriptional_regulator_VirF	Loose	incorrect	
83408547|CAJ44959.1|1|1|mchF|mchF||1|||microcin_H47_export_transporter_peptidase/ATP-binding_subunit_MchF	['aminocoumarin antibiotic']	83408547|CAJ44959.1|1|1|mchF|mchF||1|||microcin_H47_export_transporter_peptidase/ATP-binding_subunit_MchF	Loose	incorrect	
847745|AAC34727.1|1|1|faeG|faeG||1|||F4_(K88)_fimbria_major_subunit/adhesin_FaeG	['beta-lactam antibiotic']	847745|AAC34727.1|1|1|faeG|faeG||1|||F4_(K88)_fimbria_major_subunit/adhesin_FaeG	Loose	incorrect	
852045681|WP_048269931.1|1|1|qacG2|qacG2|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|quaternary_ammonium_compound_efflux_SMR_transporter_QacG2	['disinfecting agents and antiseptics']	QUATERNARY_AMMONIUM	Strict	correct	
85675040|BAA15331.2|1|1|asr|asr||1|||acid_resistance_repetitive_basic_protein_Asr	['macrolide antibiotic', 'aminoglycoside antibiotic']	85675040|BAA15331.2|1|1|asr|asr||1|||acid_resistance_repetitive_basic_protein_Asr	Loose	incorrect	
85676145|BAE77395.1|1|1|fieF|fieF||1|||CDF_family_cation-efflux_transporter_FieF	['beta-lactam antibiotic', 'beta-lactam antibiotic']	85676145|BAE77395.1|1|1|fieF|fieF||1|||CDF_family_cation-efflux_transporter_FieF	Loose	incorrect	
85676370|BAE77620.1|1|1|emrD|emrD|efflux|1|EFFLUX|EFFLUX|multidrug_efflux_MFS_transporter_EmrD	['bicyclomycin-like antibiotic']	EFFLUX	Loose	incorrect	
8671435|BAA96815.1|1|1|tir|tir||1|||type_III_secretion_system_LEE_translocated_intimin_receptor_Tir	['beta-lactam antibiotic']	8671435|BAA96815.1|1|1|tir|tir||1|||type_III_secretion_system_LEE_translocated_intimin_receptor_Tir	Loose	incorrect	
86753170|ABD14712.1|1|1|cesB|cesB||1|||cereulide_non-ribosomal_peptide_synthetase_CesB	['peptide antibiotic', 'peptide antibiotic']	86753170|ABD14712.1|1|1|cesB|cesB||1|||cereulide_non-ribosomal_peptide_synthetase_CesB	Loose	incorrect	
86753171|ABD14713.1|1|1|cesC|cesC||1|||cereulide_export_ABC_transporter_permease_ATP-binding_protein_CesC	['peptide antibiotic', 'peptide antibiotic', 'peptide antibiotic']	86753171|ABD14713.1|1|1|cesC|cesC||1|||cereulide_export_ABC_transporter_permease_ATP-binding_protein_CesC	Loose	incorrect	
871999085|CRY27194.1|1|1|yadA|yadA||1|||trimeric_autotransporter_adhesin_YadA	['peptide antibiotic']	871999085|CRY27194.1|1|1|yadA|yadA||1|||trimeric_autotransporter_adhesin_YadA	Loose	incorrect	
87203189|ABD30999.1|1|1|splE|splE||1|||serine_protease_SplE	['rifamycin antibiotic']	87203189|ABD30999.1|1|1|splE|splE||1|||serine_protease_SplE	Loose	incorrect	
87203193|ABD31003.1|1|1|splB|splB||1|||serine_protease_SplB	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	87203193|ABD31003.1|1|1|splB|splB||1|||serine_protease_SplB	Loose	incorrect	
87203194|ABD31004.1|1|1|splA|splA||1|||serine_protease_SplA	['peptide antibiotic', 'peptide antibiotic', 'peptide antibiotic']	87203194|ABD31004.1|1|1|splA|splA||1|||serine_protease_SplA	Loose	incorrect	
88759144|BAE79899.1|1|1|smfY|smfY||1|EFFLUX|EFFLUX|multidrug_efflux_MFS_transporter_SmfY	['macrolide antibiotic', 'disinfecting agents and antiseptics']	EFFLUX	Loose	incorrect	
8926247|AAF81760.1|1|1|bin_CdtA|bin_CdtA||1|||ADP-ribosylating_binary_toxin_enzymatic_subunit_CdtA	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic']	8926247|AAF81760.1|1|1|bin_CdtA|bin_CdtA||1|||ADP-ribosylating_binary_toxin_enzymatic_subunit_CdtA	Loose	incorrect	
893138849|CNC59088.1|1|1|lcrV|lcrV||1|||type_III_secretion_system_needle_tip_protein_LcrV	['macrolide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic']	893138849|CNC59088.1|1|1|lcrV|lcrV||1|||type_III_secretion_system_needle_tip_protein_LcrV	Loose	incorrect	
897727|CAA87761.1|1|1|cotA|cotA||1|||CS2_fimbrial_major_subunit_CotA	['tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic']	897727|CAA87761.1|1|1|cotA|cotA||1|||CS2_fimbrial_major_subunit_CotA	Loose	incorrect	
91070941|ABE05822.1|1|1|fdeC|fdeC||1|||inverse_autotransporter_adhesin_FdeC	['beta-lactam antibiotic']	91070941|ABE05822.1|1|1|fdeC|fdeC||1|||inverse_autotransporter_adhesin_FdeC	Loose	incorrect	
91071717|ABE06598.1|1|1|sfaS|sfaS||1|||S-fimbrial_adhesin_minor_subunit_SfaS	['tetracycline antibiotic', 'tetracycline antibiotic']	91071717|ABE06598.1|1|1|sfaS|sfaS||1|||S-fimbrial_adhesin_minor_subunit_SfaS	Loose	incorrect	
918359733|WP_052413892.1|1|1|tcmA|tcmA||2|TETRACENOMYCIN|TETRACENOMYCIN|tetracenomycin_C_efflux_MFS_transporter	['macrolide antibiotic', 'disinfecting agents and antiseptics']	TETRACENOMYCIN	Loose	3003554	
919906410|WP_052905207.1|1|1|grdA|grdA||2|GENTAMICIN|AMINOGLYCOSIDE|gentamicin_resistance_ATP-binding_protein_GrdA	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'rifamycin antibiotic']	AMINOGLYCOSIDE	Loose	3002528	https://pmc.ncbi.nlm.nih.gov/articles/PMC7577141/#:~:text=The%20grdA%20gene%20identified%20in,protein%20likely%20binds%20to%20ATP.
92108702|CAJ34994.1|1|1|bfpA|bfpA||1|||bundle-forming_pilus_major_subunit_BfpA	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	92108702|CAJ34994.1|1|1|bfpA|bfpA||1|||bundle-forming_pilus_major_subunit_BfpA	Loose	incorrect	
924510821|WP_053515552.1|1|1|qacE|qacE|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|quaternary_ammonium_compound_efflux_SMR_transporter_QacE	['disinfecting agents and antiseptics']	QUATERNARY_AMMONIUM	Perfect	correct	
929032|CAA51959.1|1|1|iap|iap||1|||ADP-ribosylating_binary_toxin_iota_enzymatic_subunit_Ia	['beta-lactam antibiotic', 'beta-lactam antibiotic']	929032|CAA51959.1|1|1|iap|iap||1|||ADP-ribosylating_binary_toxin_iota_enzymatic_subunit_Ia	Loose	incorrect	
949772255|WP_057094859.1|1|1|qacG2|qacG2|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|quaternary_ammonium_compound_efflux_SMR_transporter_QacG2	['disinfecting agents and antiseptics']	QUATERNARY_AMMONIUM	Strict	correct	
95110417|CAK15125.1|1|1|mexE|mexE|efflux|1|EFFLUX|EFFLUX|MexE_family_multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'diaminopyrimidine antibiotic', 'phenicol antibiotic']	EFFLUX	Loose	correct	
9650999|BAB03512.1|1|1|bont_E5|bont_E5||1|||botulinum_neurotoxin_subtype_E5	['peptide antibiotic', 'peptide antibiotic']	9650999|BAB03512.1|1|1|bont_E5|bont_E5||1|||botulinum_neurotoxin_subtype_E5	Loose	incorrect	
9655957|AAF94613.1|1|1|ctxB|ctxB||1|||cholera_enterotoxin_binding_subunit_CtxB	['glycopeptide antibiotic']	9655957|AAF94613.1|1|1|ctxB|ctxB||1|||cholera_enterotoxin_binding_subunit_CtxB	Loose	incorrect	
9655958|AAF94614.1|1|1|ctxA|ctxA||1|||cholera_enterotoxin_catalytic_subunit_CtxA	['peptide antibiotic', 'peptide antibiotic']	9655958|AAF94614.1|1|1|ctxA|ctxA||1|||cholera_enterotoxin_catalytic_subunit_CtxA	Loose	incorrect	
979527960|AMA27886.1|1|1|rmpA|rmpA||1|||mucoid_phenotype_regulator_RmpA	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic']	979527960|AMA27886.1|1|1|rmpA|rmpA||1|||mucoid_phenotype_regulator_RmpA	Loose	incorrect	
9948545|AAG05881.1|1|1|mexE|mexE|efflux|1|EFFLUX|EFFLUX|MexE_family_multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'diaminopyrimidine antibiotic', 'phenicol antibiotic']	EFFLUX	Perfect	correct	
9988580|AAG10695.1|1|1|perA|perA||1|||BFP_system_transcriptional_regulator_PerA	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	9988580|AAG10695.1|1|1|perA|perA||1|||BFP_system_transcriptional_regulator_PerA	Loose	incorrect	virulence gene, not in ARO
999916810|KXI80363.1|1|1|cesA|cesA||1|||cereulide_non-ribosomal_peptide_synthetase_CesA	['peptide antibiotic', 'peptide antibiotic']	999916810|KXI80363.1|1|1|cesA|cesA||1|||cereulide_non-ribosomal_peptide_synthetase_CesA	Loose	incorrect	
0|WP_000064875.1|1|1|lpxA|lpxA|mutation|2|||acyl-ACP--UDP-N-acetylglucosamine_O-acyltransferase_LpxA	['phenicol antibiotic', 'phenicol antibiotic', 'phenicol antibiotic']	0|WP_000064875.1|1|1|lpxA|lpxA|mutation|2|||acyl-ACP--UDP-N-acetylglucosamine_O-acyltransferase_LpxA	Loose	3003573	
0|WP_000159119.1|1|1|cdsA|cdsA|mutation|2|||phosphatidate_cytidylyltransferase_CdsA	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'diaminopyrimidine antibiotic', 'phenicol antibiotic']	0|WP_000159119.1|1|1|cdsA|cdsA|mutation|2|||phosphatidate_cytidylyltransferase_CdsA	Loose	3004096	
0|WP_000161505.1|1|1|pmrA|pmrA|mutation|2|||two-component_system_response_regulator_PmrA	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'disinfecting agents and antiseptics']	0|WP_000161505.1|1|1|pmrA|pmrA|mutation|2|||two-component_system_response_regulator_PmrA	Loose	3000822	
0|WP_000167936.1|1|1|folP|folP|mutation|2|||dihydropteroate_synthase	['sulfonamide antibiotic']	0|WP_000167936.1|1|1|folP|folP|mutation|2|||dihydropteroate_synthase	Loose	3000226	
0|WP_000240700.1|1|1|lpxC|lpxC|mutation|2|||UDP-3-O-acyl-N-acetylglucosamine_deacetylase_LpxC	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic']	0|WP_000240700.1|1|1|lpxC|lpxC|mutation|2|||UDP-3-O-acyl-N-acetylglucosamine_deacetylase_LpxC	Loose	3003574	
0|WP_000331899.1|1|1|rpoB|rpoB|mutation|2|||DNA-directed_RNA_polymerase_subunit_beta_RpoB	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']	0|WP_000331899.1|1|1|rpoB|rpoB|mutation|2|||DNA-directed_RNA_polymerase_subunit_beta_RpoB	Loose	correct	
0|WP_000351450.1|1|1|nfsB|nfsB|mutation|2|||oxygen-insensitive_NAD(P)H_nitroreductase_NfsB	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	0|WP_000351450.1|1|1|nfsB|nfsB|mutation|2|||oxygen-insensitive_NAD(P)H_nitroreductase_NfsB	Loose	3003755	
0|WP_000559382.1|1|1|pmrB|pmrB|mutation|2|||two-component_system_sensor_histidine_kinase_PmrB	['peptide antibiotic']	0|WP_000559382.1|1|1|pmrB|pmrB|mutation|2|||two-component_system_sensor_histidine_kinase_PmrB	Loose	correct	
0|WP_000680577.1|1|1|baeR|baeR|mutation|2|||response_regulator_BaeR	['aminoglycoside antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	0|WP_000680577.1|1|1|baeR|baeR|mutation|2|||response_regulator_BaeR	Loose	3000828	
0|WP_000697899.1|1|1|pmrA|pmrA|mutation|2|||two-component_system_response_regulator_PmrA	['glycopeptide antibiotic', 'glycopeptide antibiotic']	0|WP_000697899.1|1|1|pmrA|pmrA|mutation|2|||two-component_system_response_regulator_PmrA	Loose	3000822	
0|WP_000865568.1|1|1|ompC|ompC|mutation|2|||outer_membrane_porin_C_OmpC	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	0|WP_000865568.1|1|1|ompC|ompC|mutation|2|||outer_membrane_porin_C_OmpC	Loose	correct	
