#ARG	query-start	query-end	read_id	predicted_ARG-class	best-hit	probability	identity	alignment-length	alignment-bitscore	alignment-evalue	counts	ARO	confers_resistance_to	resistance_to_drug_classes
LSA	3	490	ExDog11_145651	MLS	gi:924348018:ref:WP_053483923.1:|FEATURES|lsa|MLS|lsa	0.9995161598915656	66.6	488	674.0	1.0399999999999999e-243	1	ARO:3003111	ARO:0000066,ARO:3001317	ARO:0000017,ARO:3000670
VANU	1	67	ExDog11_105479	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9824089247609056	50.7	67	67.0	3.65e-17	1	ARO:3004253		
CMEB	68	1037	ExDog11_175245	multidrug	gi:488898721:ref:WP_002809818.1:|FEATURES|cmeB|multidrug|cmeB	0.8927564227871649	53.0	973	1003.0	0.0	1	ARO:3000784		
UGD	1	388	ExDog11_245189	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8989948442825878	61.2	410	484.0	1.11e-171	1	ARO:3003577	ARO:3000454	ARO:1000003
LSA	1	490	ExDog11_67654	MLS	gi:1032346815:ref:WP_064200323.1:|FEATURES|lsa|MLS|lsa	0.9997347529936996	65.7	490	664.0	1.07e-239	1	ARO:3003111	ARO:0000066,ARO:3001317	ARO:0000017,ARO:3000670
APH(3')-I	1	271	ExDog11_312643	aminoglycoside	ACD76089|FEATURES|aph(3')-I|aminoglycoside|aph(3')-I	0.9999998711140968	100.0	271	569.0	1.7300000000000002e-209	1	ARO:3002641	ARO:0000005,ARO:0000021,ARO:0000049,ARO:3000655,ARO:3000657,ARO:3000658	ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:3000707
BCRA	5	308	ExDog11_41915	bacitracin	gi:445996710:ref:WP_000074565.1:|FEATURES|bcrA|bacitracin|bcrA	0.9996266352175364	52.3	304	299.0	8.91e-102	1	ARO:3002987	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
UGD	1	388	ExDog11_5007	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8884574034900129	53.6	453	450.0	1.66e-157	1	ARO:3003577	ARO:3000454	ARO:1000003
VANR	1	234	ExDog11_194025	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9999987513017012	76.5	234	378.0	3.86e-135	1	ARO:3002926		
LSA	1	490	ExDog11_95054	MLS	gi:499132967:ref:WP_010860999.1:|FEATURES|lsa|MLS|lsa	0.9358786968525868	56.9	490	566.0	5.24e-201	1	ARO:3003111	ARO:0000066,ARO:3001317	ARO:0000017,ARO:3000670
VANR	5	210	ExDog11_276151	glycopeptide	ACM47283|FEATURES|vanR|glycopeptide|vanR	0.986746568991836	54.9	206	220.0	4.7700000000000004e-73	1	ARO:3002923		
UGD	8	388	ExDog11_769	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8870746727726698	54.4	428	446.0	2.59e-156	1	ARO:3003577	ARO:3000454	ARO:1000003
BACA	1	275	ExDog11_238905	bacitracin	YP_294981|FEATURES|bacA|bacitracin|bacA	0.9865420249168	54.3	276	293.0	3.6500000000000003e-100	1	ARO:3002986	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
UGD	2	388	ExDog11_2580	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8901402173984907	55.5	434	455.0	6.240000000000001e-160	1	ARO:3003577	ARO:3000454	ARO:1000003
VANS	22	133	ExDog11_196456	glycopeptide	AY082011.1.gene2.p1|FEATURES|vanS|glycopeptide|vanS	0.9898102267610788	66.1	112	169.0	5.13e-56	1	ARO:3003564		
VANU	1	67	ExDog11_65105	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.99156699832771	53.7	67	77.0	4.9e-21	1	ARO:3004253		
VANR	5	234	ExDog11_56154	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.99999326112483	63.0	230	304.0	5.35e-106	1	ARO:3002926		
TET32	1	639	ExDog11_69133	tetracycline	ABV82118|FEATURES|tet32|tetracycline|tet32	0.9999856920361526	100.0	639	1275.0	0.0	1	ARO:3000196	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
VANU	3	63	ExDog11_92998	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9834739583821918	52.5	61	67.8	1.67e-17	1	ARO:3004253		
UGD	64	388	ExDog11_121302	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8648223367529277	55.9	372	394.0	9.78e-137	1	ARO:3003577	ARO:3000454	ARO:1000003
LSA	1	492	ExDog11_260939	MLS	gi:951389844:ref:WP_057765492.1:|FEATURES|lsa|MLS|lsa	0.9387041996155104	68.1	492	674.0	1.0599999999999999e-242	1	ARO:3003111	ARO:0000066,ARO:3001317	ARO:0000017,ARO:3000670
KDPE	4	225	ExDog11_238352	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.98621246860457	52.2	226	231.0	2.45e-76	1	ARO:3003841		
VANR	5	234	ExDog11_104487	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.99998741865012	65.4	231	306.0	8.94e-107	1	ARO:3002926		
UGD	3	388	ExDog11_193788	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8911268913420075	58.3	410	458.0	1.2500000000000001e-160	1	ARO:3003577	ARO:3000454	ARO:1000003
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog11_325720	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.999607388833075	61.7	287	384.0	1.09e-135	1	ARO:3003982	ARO:0000066	ARO:0000017
UGD	3	388	ExDog11_48757	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8908007175162802	56.4	433	457.0	6.6300000000000006e-161	1	ARO:3003577	ARO:3000454	ARO:1000003
ACRA	28	403	ExDog11_180939	multidrug	YP_001879173|FEATURES|acrA|multidrug|acrA	0.9999978061146628	51.8	380	326.0	1.15e-109	1	ARO:3004043		
KDPE	4	225	ExDog11_42664	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.987740658556491	53.8	225	240.0	7.14e-81	1	ARO:3003841		
UGD	28	318	ExDog11_80946	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8519687803685384	60.9	312	371.0	6.26e-129	1	ARO:3003577	ARO:3000454	ARO:1000003
UGD	18	388	ExDog11_197076	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8884574034900126	57.7	418	450.0	4.46e-158	1	ARO:3003577	ARO:3000454	ARO:1000003
VATB	2	211	ExDog11_291202	MLS	YP_001389621|FEATURES|vatB|MLS|vatB	0.9999999993674432	53.8	212	226.0	6.94e-76	1	ARO:3002841	ARO:3000669	ARO:0000026
VANU	1	70	ExDog11_79833	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9933588150680196	57.1	70	80.5	2.0900000000000002e-22	1	ARO:3004253		
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog11_233138	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9997221092854164	62.7	287	402.0	9.71e-143	1	ARO:3003982	ARO:0000066	ARO:0000017
LNUC	1	164	ExDog11_145045	MLS	AAY32951.1|FEATURES|lnuC|MLS|lnuC	0.99956140418341	59.8	164	213.0	5.21e-72	1	ARO:3002837	ARO:0000046	ARO:0000017
EFRB	19	362	ExDog11_26153	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8039725662461371	51.3	347	346.0	5.6099999999999995e-115	1	ARO:3003949		
VANR	1	234	ExDog11_22020	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9999940725466256	65.8	234	322.0	4.78e-113	1	ARO:3002926		
VANU	1	68	ExDog11_192151	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9908898803276288	54.4	68	75.9	1.64e-20	1	ARO:3004253		
LNUA	2	158	ExDog11_75676	MLS	YP_758631|FEATURES|lnuA|MLS|lnuA	0.9999999327334258	53.5	157	184.0	1.3999999999999998e-60	1	ARO:3002835	ARO:0000046,ARO:3007169	ARO:0000017,ARO:0000017
VANU	1	72	ExDog11_263765	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9920186903794762	51.4	72	77.8	2.33e-21	1	ARO:3004253		
VANRI	1	232	ExDog11_179228	glycopeptide	WP_011461303.1|FEATURES|vanRI|glycopeptide|vanRI	0.9999916900554294	65.5	232	322.0	5.43e-113	1	ARO:3003728		
ABES	2	105	ExDog11_51943	multidrug	NC_010410.6003348.p01|FEATURES|abeS|multidrug|abeS	0.9768033899786804	55.8	104	109.0	8.8e-33	1	ARO:3000768	ARO:0000006,ARO:3000111	ARO:0000000,ARO:3000103
LNUD	1	164	ExDog11_31171	MLS	ABR14060.1|FEATURES|lnuD|MLS|lnuD	0.9996127420843364	60.4	164	211.0	1.43e-71	1	ARO:3002838	ARO:0000046,ARO:0000066	ARO:0000017,ARO:0000017
LNUE	14	160	ExDog11_181127	MLS	AGT57825|FEATURES|lnuE|MLS|lnuE	0.999999969512094	59.2	147	195.0	2.25e-65	1	ARO:3003762	ARO:0000046	ARO:0000017
UGD	11	388	ExDog11_128892	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8958056997554131	60.0	402	473.0	1.66e-167	1	ARO:3003577	ARO:3000454	ARO:1000003
UGD	1	388	ExDog11_99820	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9006494166962776	60.2	412	490.0	3.53e-174	1	ARO:3003577	ARO:3000454	ARO:1000003
LNUA	7	160	ExDog11_52384	MLS	CAJ75672|FEATURES|lnuA|MLS|lnuA	0.9999999547132914	54.5	154	191.0	9.05e-64	1	ARO:3002835	ARO:0000046,ARO:3007169	ARO:0000017,ARO:0000017
RPOB2	20	1122	ExDog11_314554	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9938494484903384	53.1	1238	1202.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
YKKD	1	105	ExDog11_24224	multidrug	gi:291483835:dbj:BAI84910.1:|FEATURES|ykkD|multidrug|ykkD	0.9745032496588704	50.5	105	103.0	1.7499999999999998e-30	1	ARO:3003064		
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog11_105219	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9996772534484412	62.0	287	394.0	5.77e-140	1	ARO:3003982	ARO:0000066	ARO:0000017
UGD	1	388	ExDog11_217814	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8898072781481143	54.7	435	454.0	1.3999999999999999e-159	1	ARO:3003577	ARO:3000454	ARO:1000003
KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	11	272	ExDog11_301448	aminoglycoside	Q56016|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	0.9999999439662022	57.3	262	278.0	3.88e-93	1	ARO:3000600	ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867	ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026
UGD	1	388	ExDog11_118194	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.897860983671038	60.2	412	480.0	3.79e-170	1	ARO:3003577	ARO:3000454	ARO:1000003
LSA	1	492	ExDog11_184488	MLS	gi:944535691:ref:WP_055747198.1:|FEATURES|lsa|MLS|lsa	0.9995067442440956	68.5	492	679.0	1.67e-245	1	ARO:3003111	ARO:0000066,ARO:3001317	ARO:0000017,ARO:3000670
VANS	1	131	ExDog11_249400	glycopeptide	AY082011.1.gene2.p1|FEATURES|vanS|glycopeptide|vanS	0.9965480825700296	72.5	131	207.0	9.48e-71	1	ARO:3003564		
PBP-2X	2	750	ExDog11_21361	beta-lactam	YP_002735431|FEATURES|PBP-2X|beta-lactam|PBP-2X	0.9999994647363888	54.0	756	775.0	2.06e-275	1	ARO:3003937	ARO:0000062,ARO:3000646	ARO:3000007,ARO:3000007
VANU	3	66	ExDog11_223194	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9957179176226156	67.2	64	87.4	2.8399999999999998e-25	1	ARO:3004253		
VANU	1	67	ExDog11_207370	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9906270710333956	53.7	67	75.5	2.62e-20	1	ARO:3004253		
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	7	80	ExDog11_216366	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8257329643510407	55.4	74	78.2	3.42e-19	1	ARO:3000838		
LNUE	14	160	ExDog11_181416	MLS	AGT57825|FEATURES|lnuE|MLS|lnuE	0.9999999713289028	60.5	147	197.0	2.8500000000000003e-66	1	ARO:3003762	ARO:0000046	ARO:0000017
UGD	1	388	ExDog11_54839	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9009200391641348	62.4	410	491.0	2.31e-174	1	ARO:3003577	ARO:3000454	ARO:1000003
UGD	3	384	ExDog11_47102	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8917726474483042	55.4	433	460.0	8.78e-162	1	ARO:3003577	ARO:3000454	ARO:1000003
RPOB2	24	1145	ExDog11_43445	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9953646848668056	56.4	1207	1285.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
LSA	1	490	ExDog11_304069	MLS	gi:1032346815:ref:WP_064200323.1:|FEATURES|lsa|MLS|lsa	0.9209935201339544	70.2	490	701.0	1.79e-254	1	ARO:3003111	ARO:0000066,ARO:3001317	ARO:0000017,ARO:3000670
UGD	104	388	ExDog11_167517	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8470335524951783	59.2	331	363.0	2.17e-125	1	ARO:3003577	ARO:3000454	ARO:1000003
UGD	1	388	ExDog11_138985	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8981468666237031	60.4	412	481.0	2.0299999999999998e-170	1	ARO:3003577	ARO:3000454	ARO:1000003
EFRA	2	469	ExDog11_1292	multidrug	CDO61513.1|FEATURES|efrA|multidrug|efrA	0.9234159523275712	59.1	469	539.0	2.57e-189	1	ARO:3003948		
EFRB	12	362	ExDog11_1291	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8588294179138333	59.3	351	404.0	4.06e-138	1	ARO:3003949		
UGD	1	388	ExDog11_139364	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8920926798226815	55.9	435	461.0	2.86e-162	1	ARO:3003577	ARO:3000454	ARO:1000003
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	284	ExDog11_133938	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9984431311757546	53.8	286	323.0	1.24e-111	1	ARO:3003982	ARO:0000066	ARO:0000017
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	3	285	ExDog11_23963	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9994798378416746	60.0	285	370.0	6.44e-130	1	ARO:3003982	ARO:0000066	ARO:0000017
UGD	3	384	ExDog11_155275	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8914507503160893	55.4	433	459.0	1.2400000000000001e-161	1	ARO:3003577	ARO:3000454	ARO:1000003
LSA	1	449	ExDog11_103068	MLS	gi:1032346815:ref:WP_064200323.1:|FEATURES|lsa|MLS|lsa	0.9807760186472526	63.5	449	574.0	3.92e-205	1	ARO:3003111	ARO:0000066,ARO:3001317	ARO:0000017,ARO:3000670
VANU	1	67	ExDog11_96977	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.986108968376809	52.2	67	70.1	2.12e-18	1	ARO:3004253		
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	3	287	ExDog11_141832	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9991730677546936	56.4	291	348.0	1.1700000000000001e-121	1	ARO:3003982	ARO:0000066	ARO:0000017
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	80	ExDog11_44198	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8201138199984194	51.3	78	77.4	4.47e-19	1	ARO:3000838		
VANR	3	235	ExDog11_136114	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9999856299133788	58.8	233	279.0	4.41e-96	1	ARO:3002926		
VANU	1	62	ExDog11_231471	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9908898803276288	59.7	62	75.9	4.33e-20	1	ARO:3004253		
UGD	1	388	ExDog11_65069	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8748767961807469	54.4	388	415.0	5.5e-145	1	ARO:3003577	ARO:3000454	ARO:1000003
EFRB	19	362	ExDog11_218965	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8061954482425544	50.9	344	348.0	1.12e-118	1	ARO:3003949		
TETM	1	639	ExDog11_274634	tetracycline	ABW24731|FEATURES|tetM|tetracycline|tetM	0.9999986114653656	100.0	639	1263.0	0.0	1	ARO:3000186	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
PENA	32	704	ExDog11_115190	beta-lactam	U58210.1.gene4.p01|FEATURES|penA|beta-lactam|penA	0.9953444417792262	55.3	674	702.0	1.92e-248	1	ARO:3003042	ARO:0000064	ARO:3000007
BCRA	5	305	ExDog11_164590	bacitracin	gi:445996708:ref:WP_000074563.1:|FEATURES|bcrA|bacitracin|bcrA	0.9996920603687828	53.5	301	300.0	6.83e-102	1	ARO:3002987	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	219	ExDog11_158602	unclassified	NC_002951.3238224.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.9962800882878002	50.0	222	205.0	3.0799999999999996e-67	1	ARO:3000838		
VANRI	4	232	ExDog11_68556	glycopeptide	WP_011461303.1|FEATURES|vanRI|glycopeptide|vanRI	0.9999915253155752	63.3	229	315.0	1.48e-110	1	ARO:3003728		
LNUD	1	164	ExDog11_52901	MLS	ABR14060.1|FEATURES|lnuD|MLS|lnuD	0.999461459044434	54.9	164	202.0	4.35e-68	1	ARO:3002838	ARO:0000046,ARO:0000066	ARO:0000017,ARO:0000017
BCRA	7	309	ExDog11_228503	bacitracin	gi:445996726:ref:WP_000074581.1:|FEATURES|bcrA|bacitracin|bcrA	0.999875574009851	55.1	303	322.0	3.18e-110	1	ARO:3002987	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
VANRI	2	232	ExDog11_278829	glycopeptide	WP_011461303.1|FEATURES|vanRI|glycopeptide|vanRI	0.9999610782311628	56.2	235	270.0	1.19e-92	1	ARO:3003728		
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	8	80	ExDog11_43619	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8257329643510407	57.5	73	78.2	1.88e-19	1	ARO:3000838		
RPOB2	24	1145	ExDog11_120176	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9952895539729584	56.3	1207	1280.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
CFXA6	12	331	ExDog11_189920	beta-lactam	ACT97371.1|FEATURES|CfxA6|beta-lactam|CfxA6	0.9999945964370376	99.4	320	617.0	7.26e-227	1	ARO:3003097		
RPOB2	20	1135	ExDog11_293985	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9937367240804362	53.1	1259	1197.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
VANS	22	133	ExDog11_210009	glycopeptide	AY082011.1.gene2.p1|FEATURES|vanS|glycopeptide|vanS	0.980809353319881	57.5	113	150.0	1.3599999999999999e-48	1	ARO:3003564		
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	286	ExDog11_82178	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.999689284811449	61.9	286	396.0	1.42e-140	1	ARO:3003982	ARO:0000066	ARO:0000017
VANR	4	235	ExDog11_167042	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9999808411521665	53.9	232	251.0	4.58e-85	1	ARO:3002926		
UGD	1	388	ExDog11_11382	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8961042982438653	58.5	412	474.0	1.1500000000000001e-166	1	ARO:3003577	ARO:3000454	ARO:1000003
RPOB2	11	1136	ExDog12_239847	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9875201509938862	51.5	1271	1184.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
MEFA	1	405	ExDog12_77467	MLS	ACD88490|FEATURES|mefA|MLS|mefA	0.999808314372998	57.0	405	452.0	8.54e-159	1	ARO:3000616	ARO:0000006,ARO:0000057	ARO:0000000,ARO:0000000
VANR	5	234	ExDog12_209248	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.999995721050676	64.8	230	311.0	1.06e-108	1	ARO:3002926		
ACRB	1	897	ExDog12_58406	multidrug	CP002695.1.gene992.p01|FEATURES|acrB|multidrug|acrB	0.9116352714612008	60.2	897	1027.0	0.0	1	ARO:3000777		
ACRA	34	402	ExDog12_58405	multidrug	ACB17731|FEATURES|acrA|multidrug|acrA	0.9999951164697192	51.3	374	321.0	1.2500000000000001e-107	1	ARO:3004043		
VANS	8	130	ExDog12_95062	glycopeptide	AY082011.1.gene2.p1|FEATURES|vanS|glycopeptide|vanS	0.9882278350109788	60.2	123	178.0	1.39e-59	1	ARO:3003564		
VANS	19	130	ExDog12_10267	glycopeptide	AY082011.1.gene2.p1|FEATURES|vanS|glycopeptide|vanS	0.972330691995283	54.5	112	151.0	4.07e-49	1	ARO:3003564		
UGD	1	388	ExDog12_407427	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9085074359006914	56.0	434	464.0	2.98e-163	1	ARO:3003577	ARO:3000454	ARO:1000003
VANU	1	63	ExDog12_107899	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9901851364174338	54.0	63	71.6	7.74e-19	1	ARO:3004253		
LSA	1	490	ExDog12_207333	MLS	gi:499132967:ref:WP_010860999.1:|FEATURES|lsa|MLS|lsa	0.9967010861322464	59.5	496	595.0	1.5e-212	1	ARO:3003111	ARO:0000066,ARO:3001317	ARO:0000017,ARO:3000670
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	285	ExDog12_143642	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9992723842333716	61.8	285	382.0	6.27e-135	1	ARO:3003982	ARO:0000066	ARO:0000017
VANU	1	65	ExDog12_179558	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9879524215208502	53.8	65	68.9	6.32e-18	1	ARO:3004253		
UGD	63	388	ExDog12_410513	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9004795397025052	63.5	348	435.0	1.84e-153	1	ARO:3003577	ARO:3000454	ARO:1000003
VATB	10	208	ExDog12_348794	MLS	YP_002861121|FEATURES|vatB|MLS|vatB	0.9999999860447372	50.0	202	204.0	2.46e-67	1	ARO:3002841	ARO:3000669	ARO:0000026
ROSA	13	406	ExDog12_113362	fosmidomycin	YP_001477378|FEATURES|rosA|fosmidomycin|rosA	0.9984588631178952	54.1	405	429.0	5.82e-150	1	ARO:3003048		
VANU	1	70	ExDog12_309450	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9904741599390576	52.9	70	72.0	5.89e-19	1	ARO:3004253		
VANU	1	71	ExDog12_373024	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9933588150680196	50.7	71	77.0	4.52e-21	1	ARO:3004253		
UGD	1	388	ExDog12_223931	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.913494420653754	60.2	412	485.0	9.58e-171	1	ARO:3003577	ARO:3000454	ARO:1000003
ROSA	13	380	ExDog12_149643	fosmidomycin	ZP_04623896|FEATURES|rosA|fosmidomycin|rosA	0.9984469625905424	53.0	370	388.0	1.2999999999999999e-134	1	ARO:3003048		
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	4	80	ExDog12_257441	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8474846596983657	52.6	78	83.2	2.41e-21	1	ARO:3000838		
VANU	4	67	ExDog12_321277	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9942063347710576	62.5	64	79.0	8.48e-22	1	ARO:3004253		
